sgRNA	Gene	R0_1	R0_2	R0_3	Rpost_1	Rpost_2	Rpost_3	Rpost_4	S0_1	S0_2	S0_3	Spost_1	Spost_2	Spost_3
sgCA7_8	CA7	0	0	3247	0	0	0	0	0	0	0	0	0	3
sgATP5C1_10	ATP5C1	0	0	194	0	0	0	0	0	0	0	0	0	0
sgNME6_8	NME6	0	0	1576	0	0	0	0	0	0	0	0	0	0
sgNAAA_4	NAAA	0	0	1266	0	0	0	0	0	0	0	0	0	0
sgSLC6A12_9	SLC6A12	0	0	4876	0	0	1	0	0	0	0	0	0	1
sgDOHH_10	DOHH	0	0	552	0	0	0	0	0	0	0	0	0	0
sgKCTD5_7	KCTD5	0	0	2531	0	0	8814	0	0	0	0	0	0	0
sgGUSB_9	GUSB	0	0	2427	0	0	1	0	0	0	0	0	0	1
sgADH6_10	ADH6	0	0	3692	0	0	0	0	0	0	0	0	0	0
sgRETSAT_5	RETSAT	0	0	2914	0	0	0	0	0	0	0	0	0	0
sgGABRR3_4	GABRR3	0	0	1057	0	0	0	0	0	0	0	0	0	0
sgCACNA1I_5	CACNA1I	0	0	963	0	0	0	0	0	26	1	0	0	1
sgBLVRB_4	BLVRB	0	0	837	0	0	0	0	0	0	0	0	0	0
sgMSR1_9	MSR1	0	0	191	0	0	0	0	0	0	0	0	0	0
sgSLC10A7_4	SLC10A7	0	0	111	0	0	0	0	0	0	0	0	0	0
sgMPO_5	MPO	0	0	1229	105	0	0	0	0	0	0	0	0	1
sgB3GAT1_1	B3GAT1	0	0	725	0	0	0	0	0	0	0	0	0	0
sgGABRB3_4	GABRB3	0	0	73	0	0	0	0	0	0	0	0	0	0
sgTHNSL1_6	THNSL1	0	0	1218	0	0	1	0	0	0	0	0	0	0
sgHAGHL_5	HAGHL	0	0	32	0	0	0	0	0	0	0	0	0	0
sgDEGS2_6	DEGS2	0	0	462	0	0	0	0	6464	0	0	0	0	0
sgNMNAT3_9	NMNAT3	0	0	1119	0	0	0	0	0	0	0	0	0	0
sgMICAL1_5	MICAL1	0	0	335	0	0	0	0	0	0	0	0	0	0
sgGLS2_7	GLS2	0	0	1494	0	0	0	0	0	0	0	0	0	0
sgDGKE_7	DGKE	0	0	937	0	0	0	0	0	0	1	0	0	0
sgME2_7	ME2	0	0	778	0	0	0	0	0	0	0	0	0	0
sgDHRS4L2_1	DHRS4L2	0	0	580	0	0	1	0	0	0	0	0	0	0
sgPTGES_10	PTGES	0	0	885	0	0	0	0	0	0	0	0	0	1
sgKDM8_1	KDM8	0	0	58	0	0	0	0	0	0	0	0	0	0
sgTCN2_3	TCN2	0	0	1641	0	0	0	0	0	0	0	0	0	1
sgASNS_7	ASNS	0	0	147	0	0	1082	0	0	0	0	0	0	0
sgABCA8_3	ABCA8	0	0	285	0	0	374	0	0	0	0	0	0	0
sgSPTLC2_7	SPTLC2	0	0	50	0	0	0	0	0	0	0	0	0	0
sgSLC36A1_5	SLC36A1	0	0	484	0	0	0	1	0	0	0	0	0	0
sgGLRA3_7	GLRA3	0	0	344	0	0	0	0	0	0	0	0	0	0
sgAKR7A3_10	AKR7A3	0	0	268	0	0	0	0	0	0	0	0	0	0
sgSLC15A2_9	SLC15A2	0	0	125	0	0	0	0	0	0	0	0	0	0
sgFADS6_4	FADS6	0	0	295	0	0	0	0	0	0	0	0	0	0
sgKCNJ12_2	KCNJ12	0	0	77	0	0	0	0	0	0	0	0	0	0
sgATP5SL_9	ATP5SL	0	0	933	0	0	4524	0	0	0	1	0	0	0
sgOLAH_3	OLAH	0	0	131	0	915	0	0	0	0	0	0	0	357
sgPIGS_2	PIGS	0	0	803	0	0	0	0	0	0	0	0	0	0
sgRHAG_8	RHAG	0	0	53	0	0	0	0	0	0	0	0	0	0
sgATP5B_10	ATP5B	0	0	50	0	0	0	0	0	0	0	0	0	0
sgENOPH1_6	ENOPH1	0	0	432	0	0	0	0	0	0	0	0	0	1
sgGOT1_3	GOT1	0	0	330	0	0	0	0	0	0	0	0	0	0
sgSLC1A2_7	SLC1A2	0	0	382	0	0	0	0	1	0	0	0	0	0
sgDPEP1_1	DPEP1	0	0	535	0	0	0	0	0	0	0	0	0	0
sgOGFOD3_4	OGFOD3	0	0	114	0	0	0	0	0	0	0	0	0	0
sgKCNG4_2	KCNG4	0	0	295	0	0	0	0	0	0	0	0	0	0
sgCTBP1_10	CTBP1	0	0	111	0	0	0	0	0	0	0	0	0	0
sgCOX10_3	COX10	0	0	50	0	0	0	0	0	0	0	0	0	0
sgACOT1_4	ACOT1	0	0	121	2	0	0	0	0	0	0	0	0	0
sgAKR1D1_2	AKR1D1	0	0	60	0	0	1	0	0	0	0	0	0	0
sgSFXN2_5	SFXN2	0	0	38	0	0	0	0	0	0	0	0	0	0
sgHDC_7	HDC	0	0	349	0	0	0	0	0	0	0	0	0	0
sgDPAGT1_4	DPAGT1	0	0	74	0	0	0	0	0	0	0	0	0	0
sgPDHB_4	PDHB	0	0	63	0	0	0	0	0	0	0	0	0	0
sgSLC41A2_10	SLC41A2	0	0	13	0	0	0	0	0	0	0	0	0	0
sgPPARA_9	PPARA	0	0	145	0	0	0	0	0	0	0	0	0	0
sgKDM1B_6	KDM1B	0	0	20	0	0	0	0	0	0	0	0	0	0
sgDGKK_7	DGKK	0	0	29	332	0	0	0	0	0	0	0	0	1
sgSLC6A8_7	SLC6A8	0	0	82	0	0	0	0	0	0	0	0	0	0
sgSLC39A1_9	SLC39A1	0	0	7	0	0	0	0	0	0	0	0	0	0
sgMARC1_6	MARC1	0	0	90	0	0	0	0	0	0	0	0	0	0
sgVDAC1_5	VDAC1	0	0	63	0	0	0	0	0	0	0	0	0	0
sgCHPF2_5	CHPF2	0	0	1	11	0	0	0	0	0	6546	0	0	0
sgPDHX_2	PDHX	0	0	184	0	0	0	0	0	0	0	0	0	0
sgPIK3R2_10	PIK3R2	0	0	10	0	0	0	0	0	0	0	0	0	0
sgNAA50_10	NAA50	0	0	3	0	9810	0	0	0	0	0	0	0	0
sgENTPD4_4	ENTPD4	0	0	110	0	0	0	0	0	0	0	0	0	0
sgSLC25A3_9	SLC25A3	0	0	23	0	0	0	0	0	0	0	0	0	0
sgDGKG_10	DGKG	0	0	2	0	0	0	0	0	0	0	0	0	0
INTERGENIC643420	INTERGENIC	0	0	35	0	0	0	0	0	0	0	0	0	0
sgEHHADH_6	EHHADH	0	0	20	0	0	0	0	0	0	0	0	0	0
sgALG14_3	ALG14	0	0	27	0	0	0	0	0	0	0	0	0	0
sgARSA_5	ARSA	0	0	22	0	0	0	0	0	0	0	0	0	0
sgPON3_8	PON3	0	0	28	0	0	0	0	0	0	0	0	0	0
sgGABRR1_4	GABRR1	0	0	36	0	0	0	0	0	0	0	0	0	0
sgGNPTAB_2	GNPTAB	0	0	40	0	0	0	0	0	0	0	0	0	0
sgCLCA1_10	CLCA1	0	0	11	95	0	0	0	0	0	0	0	0	0
sgSLC22A13_1	SLC22A13	0	0	8	0	0	0	0	0	0	0	0	0	0
sgDPYS_10	DPYS	0	0	11	0	0	0	0	0	0	0	0	0	0
sgAIFM3_1	AIFM3	0	0	37	0	0	0	0	0	0	0	0	0	0
sgUTY_6	UTY	0	0	14	0	0	0	0	0	0	0	0	0	0
sgACADM_9	ACADM	0	0	1	8	2	0	0	0	0	17914	0	0	0
sgSLC51B_2	SLC51B	0	0	4	0	0	0	0	0	0	0	0	0	0
INTERGENIC739116	INTERGENIC	0	0	38	0	0	0	0	0	0	0	0	0	0
sgSLC22A5_10	SLC22A5	0	0	20	0	0	0	0	0	0	0	0	0	0
sgASPA_10	ASPA	0	0	3	0	0	0	0	0	0	0	0	0	0
sgCRAT_4	CRAT	0	0	14	0	0	0	0	0	0	0	0	0	0
sgSAT1_3	SAT1	0	0	1	0	0	0	0	0	0	0	0	0	0
sgSLC35E2_4	SLC35E2	0	0	1	8	0	0	0	0	0	2081	0	0	0
sgPHOSPHO2_5	PHOSPHO2	0	0	13	0	0	0	0	0	0	0	0	0	0
sgSLC6A13_5	SLC6A13	0	0	10	0	0	0	0	0	0	0	0	0	0
sgCA5B_9	CA5B	0	0	5	0	0	0	0	0	0	0	0	2	0
sgEPN2_9	EPN2	0	0	3	0	0	0	0	0	0	0	0	0	0
sgSLC39A8_7	SLC39A8	0	0	1	0	0	0	0	0	0	0	0	0	12933
sgSLC25A25_9	SLC25A25	0	0	1	0	0	0	0	0	0	0	0	0	0
sgPFKP_5	PFKP	0	0	8	0	0	0	0	0	0	0	0	0	0
sgPIK3C2B_3	PIK3C2B	0	0	1	14	1	0	0	0	0	22242	0	0	0
sgKCNJ8_4	KCNJ8	0	0	1	0	15432	0	0	0	0	0	0	1	0
sgLEPREL2_3	LEPREL2	0	0	6	0	0	0	0	0	0	0	0	0	0
sgSLC35A2_9	SLC35A2	0	0	1	9	0	0	0	0	0	18326	0	0	0
sgSLC25A51_7	SLC25A51	0	0	1	0	1537	0	0	0	0	0	0	0	0
sgODC1_3	ODC1	0	0	1	0	0	0	0	0	0	0	0	0	0
sgSLC17A5_7	SLC17A5	0	0	2	0	15131	0	0	0	0	0	0	0	0
sgGCNT2_8	GCNT2	0	0	1	2	4	0	0	0	0	5404	0	0	0
sgPKD1_7	PKD1	0	0	1	3	0	0	0	0	0	5457	0	0	0
sgIDH3G_9	IDH3G	0	0	1	0	5016	0	0	0	0	0	0	0	0
sgATP1B4_5	ATP1B4	0	0	0	13442	0	11	0	0	0	0	0	0	9
sgSLC11A1_8	SLC11A1	0	0	0	19597	0	9	18	0	0	0	0	0	11
sgCNGA3_9	CNGA3	0	0	0	1361	0	0	0	0	0	0	0	0	0
sgAK4_5	AK4	0	0	0	281	0	0	1	0	0	0	0	0	0
sgACSM4_10	ACSM4	0	0	0	11793	0	0	14	1	0	0	0	0	5
sgB3GALT1_10	B3GALT1	0	0	0	16728	0	7	22	0	0	0	0	0	6
sgNAT2_3	NAT2	0	0	0	4972	0	0	3	0	0	0	0	0	0
sgCERK_6	CERK	0	0	0	9498	0	4	7	0	0	0	0	0	4
sgPCK2_5	PCK2	0	0	0	3235	0	0	0	0	0	0	0	0	1
sgHSD17B6_4	HSD17B6	0	0	0	2297	0	0	4	0	0	0	0	0	1
sgCNP_5	CNP	0	0	0	6451	0	3	0	0	0	0	0	0	2
sgB3GAT1_2	B3GAT1	0	0	0	6725	0	5	0	0	0	0	0	0	3
sgHTR3E_3	HTR3E	0	0	0	6121	0	3	0	1	0	0	0	0	0
sgALOX5_9	ALOX5	0	0	0	21427	0	5	30	0	0	0	0	0	8
sgKCTD3_2	KCTD3	0	0	0	2470	0	2	0	0	0	0	0	0	0
sgCROT_1	CROT	0	0	0	11262	0	3	5	0	0	0	0	0	3
sgKDM4A_7	KDM4A	0	0	0	21577	0	9	25	0	0	0	0	0	8
sgKCNC1_7	KCNC1	0	0	0	462	0	0	1	0	0	0	0	0	0
sgFOXRED2_9	FOXRED2	0	0	0	1071	0	0	3	0	0	0	0	0	0
sgTPMT_6	TPMT	0	0	0	1925	0	0	0	0	0	0	0	0	3
sgABHD13_9	ABHD13	0	0	0	11943	0	5	0	0	0	0	0	0	3
sgHS3ST2_8	HS3ST2	0	0	0	3690	0	1	5	0	0	0	0	0	1
INTERGENIC905093	INTERGENIC	0	0	0	16643	0	5	0	0	0	0	0	0	10
sgCYP3A43_5	CYP3A43	0	0	0	9748	1	3	9	0	0	0	0	0	2
sgSLC6A3_8	SLC6A3	0	0	0	10827	478	5	0	0	0	0	0	0	8
sgPCCA_3	PCCA	0	0	0	3	0	0	0	0	0	0	0	0	0
sgSLC24A2_6	SLC24A2	0	0	0	7562	0	6	0	0	0	0	0	0	2
sgABCD3_1	ABCD3	0	0	0	5607	0	1	0	0	0	0	0	0	5
sgSLC25A20_9	SLC25A20	0	0	0	8694	0	1	0	0	0	0	0	45	4
sgABCB9_6	ABCB9	0	0	0	793	0	0	0	0	0	146	0	0	0
sgGLRX_5	GLRX	0	0	0	31973	0	11	44	0	0	0	0	0	8
sgGLUD2_1	GLUD2	0	0	0	15471	0	11	2	1	0	0	0	0	8
sgSCN2B_7	SCN2B	0	0	0	16123	0	4	13	0	0	0	0	0	6
sgNOX5_6	NOX5	0	0	0	267	0	0	0	0	0	0	0	0	0
sgENPP2_6	ENPP2	0	0	0	9063	0	2	12	0	0	0	0	0	1
sgKDM3B_5	KDM3B	0	0	0	4132	0	2	6	0	0	0	0	0	0
sgSOD2_10	SOD2	0	0	0	1379	0	2	0	0	0	0	0	0	1
sgGPAM_8	GPAM	0	0	0	2479	0	0	1	0	0	0	0	0	1
sgNME6_1	NME6	0	0	0	3087	0	1	0	0	0	0	0	0	4
sgSLC2A4_7	SLC2A4	0	0	0	6407	0	3	0	0	0	0	0	0	2
sgADIPOQ_9	ADIPOQ	0	0	0	8413	0	2	8	0	0	0	0	0	4
sgSLC35E3_10	SLC35E3	0	0	0	779	0	1	0	0	0	0	0	0	1
sgACOT11_2	ACOT11	0	0	0	1894	0	2	1	0	0	0	0	0	0
sgPNPLA3_7	PNPLA3	0	0	0	1680	0	2	0	0	0	0	0	0	1
sgCYP2E1_5	CYP2E1	0	0	0	1817	0	1	0	0	0	0	0	0	1
sgGUSB_3	GUSB	0	0	0	1715	0	1	0	0	0	0	0	0	1
sgLOX_10	LOX	0	0	0	15197	0	4	0	0	0	0	0	0	3
sgSCNN1A_1	SCNN1A	0	0	0	2151	0	3	0	0	0	0	0	0	0
sgGFPT2_5	GFPT2	0	0	0	1025	0	2	0	0	0	0	0	0	0
sgCHST1_4	CHST1	0	0	0	1176	0	0	0	0	0	0	0	0	3
sgDIO2_8	DIO2	0	0	0	8544	0	0	6	0	0	0	0	0	8
sgGALK1_1	GALK1	0	0	0	2101	0	0	0	0	158	0	0	0	2
sgKDM8_2	KDM8	0	0	0	6439	0	4	0	0	0	0	0	0	3
sgNIT2_1	NIT2	0	0	0	5385	0	7	0	0	0	0	0	0	5
sgASPG_2	ASPG	0	0	0	24546	0	15	0	0	0	0	0	0	14
sgSSTR4_6	SSTR4	0	0	0	3268	0	2	0	0	0	0	0	0	1
sgKCNC4_8	KCNC4	0	0	0	1570	0	1	3	0	0	0	0	0	0
sgSLC45A4_8	SLC45A4	0	0	0	3970	0	4	0	0	0	0	0	0	1
sgSLC35F3_1	SLC35F3	0	0	0	8503	0	5	0	0	0	0	0	0	3
sgACE_7	ACE	0	0	0	17887	0	2	24	1	0	0	0	0	7
sgPLA2G12B_4	PLA2G12B	0	0	0	1005	0	0	0	0	0	0	0	0	0
sgUGT1A3_5	UGT1A3	0	0	0	4484	0	2	6	0	1	0	0	0	1
sgLPCAT2_3	LPCAT2	0	0	0	735	0	0	0	0	0	0	0	0	1
sgSLC44A1_7	SLC44A1	0	0	0	13494	170	7	0	18	0	0	0	0	9
sgUGT2B4_4	UGT2B4	0	0	0	1245	0	0	0	0	0	0	0	0	2
sgGCNT1_2	GCNT1	0	0	0	1357	0	0	2	0	0	0	0	0	1
sgMGAT2_10	MGAT2	0	0	0	2917	0	1	0	0	0	0	0	0	2
sgTET2_9	TET2	0	0	0	1833	0	0	4	0	0	0	0	0	0
sgNMNAT3_5	NMNAT3	0	0	0	456	0	0	0	0	0	0	0	0	0
sgLYZ_2	LYZ	0	0	0	7055	0	2	4	1	0	0	0	0	2
sgNXN_8	NXN	0	0	0	779	5	1	0	0	0	0	0	0	1
sgPRPS1_4	PRPS1	0	0	0	3874	0	2	0	0	0	0	0	0	2
sgADCK3_3	ADCK3	0	0	0	2356	0	1	0	0	0	0	0	0	1
sgSLC26A6_6	SLC26A6	0	0	0	1288	0	0	0	0	0	0	0	0	1
sgPDK1_3	PDK1	0	0	0	2611	0	0	0	0	0	0	0	0	1
sgMOCS3_9	MOCS3	0	0	0	2496	0	3	0	0	0	0	0	0	1
sgHPDL_10	HPDL	0	0	0	1709	0	0	0	0	0	0	0	0	0
sgSLC16A5_1	SLC16A5	0	0	0	487	0	1	0	0	0	0	0	0	0
sgACOT1_1	ACOT1	0	0	0	11759	0	2	0	0	0	0	0	0	5
sgQPRT_2	QPRT	0	0	0	1760	0	2	0	0	0	0	0	0	1
sgTRPM5_8	TRPM5	0	0	0	2189	0	4	0	0	0	0	0	0	0
sgCYP2J2_9	CYP2J2	0	0	0	2158	0	0	0	0	0	0	0	0	0
sgAPOE_2	APOE	0	0	0	3447	0	4	3	0	0	0	0	0	0
sgIRG1_9	IRG1	0	0	0	4962	0	1	3	0	0	0	0	0	0
sgKCNE1_3	KCNE1	0	0	0	2414	0	1	0	0	0	0	0	0	1
sgCYP11A1_3	CYP11A1	0	0	0	1338	0	0	0	0	0	0	0	0	1
sgACOT11_3	ACOT11	0	0	0	393	0	0	0	0	0	0	0	0	1
sgNAT14_9	NAT14	0	0	0	312	0	0	0	0	0	0	0	0	0
sgSLC17A8_8	SLC17A8	0	0	0	906	0	0	0	0	0	0	0	0	0
sgATP6V0E2_8	ATP6V0E2	0	0	0	1226	0	0	0	0	0	0	0	0	1
sgCYP7B1_9	CYP7B1	0	0	0	1673	0	0	2	0	0	0	0	0	3
sgPMM2_2	PMM2	0	0	0	127	5775	0	0	0	0	0	0	0	0
sgSLC22A18_9	SLC22A18	0	0	0	3102	0	2	0	0	0	0	0	0	2
sgFITM1_3	FITM1	0	0	0	3560	0	0	0	0	0	0	0	0	2
sgACADSB_7	ACADSB	0	0	0	3283	0	1	2	0	0	0	0	0	0
sgHEPHL1_3	HEPHL1	0	0	0	1659	0	0	0	1	105735	0	0	0	1
sgGCLM_7	GCLM	0	0	0	697	0	0	1	0	0	0	0	0	1
sgCDO1_1	CDO1	0	0	0	5704	0	3	0	0	0	0	0	0	2
sgKCNA4_3	KCNA4	0	0	0	961	0	2	0	0	0	0	0	0	0
sgDPEP3_10	DPEP3	0	0	0	202	0	0	0	0	0	0	0	0	0
sgPIGQ_5	PIGQ	0	0	0	922	0	0	0	0	0	0	0	0	0
sgCRAT_5	CRAT	0	0	0	784	0	0	2	0	0	0	0	0	0
sgUPRT_7	UPRT	0	0	0	690	0	0	0	0	0	0	0	0	0
sgGNE_10	GNE	0	0	0	629	0	1	0	0	0	0	0	0	0
sgPIK3R1_8	PIK3R1	0	0	0	1114	0	0	0	0	0	0	0	0	0
sgASIC2_2	ASIC2	0	0	0	1002	0	0	3	0	0	0	0	32	0
sgHK3_3	HK3	0	0	0	1240	0	0	2	0	0	0	0	0	1
sgSLC51B_6	SLC51B	0	0	0	2726	0	1	1	0	0	0	0	0	3
sgMIF_9	MIF	0	0	0	1284	0	2	2	0	0	0	0	0	0
sgSEPHS2_9	SEPHS2	0	0	0	651	0	0	0	0	0	0	0	0	1
sgHIF1A_10	HIF1A	0	0	0	666	1183	0	0	0	0	0	0	0	0
sgACSF3_3	ACSF3	0	0	0	531	0	0	0	0	0	0	0	0	0
sgABCB4_7	ABCB4	0	0	0	1848	0	1	0	0	0	0	0	0	2
sgUQCRB_6	UQCRB	0	0	0	2127	0	0	4	0	0	0	0	0	0
sgCYP3A5_5	CYP3A5	0	0	0	568	0	0	0	0	0	0	0	0	0
sgSLC46A1_7	SLC46A1	0	0	0	2449	0	1	0	0	0	0	0	0	0
sgCA9_8	CA9	0	0	0	759	0	0	0	0	0	0	0	0	1
sgNAGS_5	NAGS	0	0	0	1279	0	0	0	0	0	0	0	0	0
sgGSTK1_7	GSTK1	0	0	0	251	0	0	0	0	0	0	0	0	0
sgDUS2_1	DUS2	0	0	0	620	0	0	1	0	0	0	0	0	0
sgCACNA2D1_2	CACNA2D1	0	0	0	835	0	0	0	0	0	0	0	0	0
sgCEL_6	CEL	0	0	0	1284	0	3	0	0	0	0	0	0	0
sgSLC11A1_4	SLC11A1	0	0	0	282	0	1	0	0	0	0	0	0	0
sgATP7B_10	ATP7B	0	0	0	12	0	0	0	0	0	0	0	0	0
sgKCNK18_4	KCNK18	0	0	0	98	0	0	0	0	0	0	0	0	0
sgCROT_8	CROT	0	0	0	1267	0	0	0	0	0	0	0	0	0
sgPDE4B_1	PDE4B	0	0	0	684	0	0	0	0	0	0	0	0	0
sgFUT3_5	FUT3	0	0	0	574	0	0	0	0	0	0	0	0	0
sgAGL_4	AGL	0	0	0	55	0	0	0	0	0	0	0	0	0
sgCHRNA3_1	CHRNA3	0	0	0	1006	0	1	0	0	0	0	0	0	0
sgNAA30_7	NAA30	0	0	0	580	0	1	0	0	0	0	0	0	0
sgSMPDL3A_4	SMPDL3A	0	0	0	1529	0	0	0	0	0	0	0	0	2
sgCNDP1_8	CNDP1	0	0	0	225	0	1	0	0	0	0	0	0	0
sgGLTP_3	GLTP	0	0	0	646	0	0	0	0	0	0	0	0	0
sgKCNK18_3	KCNK18	0	0	0	56	0	0	0	0	0	0	0	0	0
INTERGENIC1132780	INTERGENIC	0	0	0	227	0	0	0	0	0	0	0	0	0
sgSULT2A1_6	SULT2A1	0	0	0	130	0	0	0	0	0	0	0	0	0
sgTFAM_10	TFAM	0	0	0	510	0	0	0	0	0	0	0	0	1
sgABCA10_3	ABCA10	0	0	0	21	0	0	0	0	0	0	0	0	0
sgCERS5_4	CERS5	0	0	0	329	19	0	0	0	0	0	0	0	0
sgGLUD1_7	GLUD1	0	0	0	753	0	0	2	0	0	0	0	0	0
sgIDS_10	IDS	0	0	0	61	0	0	0	0	0	0	0	0	0
sgGOT1L1_6	GOT1L1	0	0	0	233	0	1	1	0	0	0	0	0	0
sgPRPSAP2_10	PRPSAP2	0	0	0	414	0	1	1	0	0	0	0	0	1
sgLDHA_3	LDHA	0	0	0	308	0	0	1	0	0	0	0	0	0
sgCLCN1_7	CLCN1	0	0	0	212	0	1	0	0	0	0	0	0	0
sgCHST6_7	CHST6	0	0	0	4	0	0	0	0	0	0	0	0	0
sgKDM4A_4	KDM4A	0	0	0	152	0	0	1	0	0	0	0	0	0
sgBHMT2_1	BHMT2	0	0	0	158	0	0	0	0	0	0	0	0	0
sgSYNJ1_1	SYNJ1	0	0	0	502	0	0	0	0	0	0	0	0	0
sgFADS6_9	FADS6	0	0	0	11	0	0	0	0	1	12199	0	0	0
sgGPX3_10	GPX3	0	0	0	112	0	0	0	0	0	0	0	0	0
sgCA1_4	CA1	0	0	0	852	0	1	0	0	0	0	0	0	0
sgSLC39A2_4	SLC39A2	0	0	0	188	0	0	0	0	0	0	0	0	0
sgACADL_6	ACADL	0	0	0	298	0	0	1	0	0	0	0	0	0
sgRPE_10	RPE	0	0	0	147	0	0	0	0	0	0	0	0	0
sgSLC7A5_6	SLC7A5	0	0	0	93	0	0	0	0	0	0	0	0	1
sgSLC29A2_10	SLC29A2	0	0	0	26	0	0	0	0	0	8	0	0	0
sgCOX8C_4	COX8C	0	0	0	219	0	0	0	0	0	0	0	0	1
sgSLC2A3_5	SLC2A3	0	0	0	26	0	0	0	0	0	0	0	0	0
sgSLC25A18_10	SLC25A18	0	0	0	139	0	0	0	0	0	0	0	0	0
sgSLC22A4_7	SLC22A4	0	0	0	40	0	0	0	0	0	0	0	0	0
sgFDFT1_6	FDFT1	0	0	0	35	0	0	0	0	0	0	0	0	0
sgPCCA_1	PCCA	0	0	0	247	0	0	0	0	0	0	0	0	0
sgSLC8A1_7	SLC8A1	0	0	0	114	0	0	0	0	0	0	0	0	0
sgNDUFB1_10	NDUFB1	0	0	0	26	0	0	0	0	0	0	0	0	0
sgDHRS4L2_8	DHRS4L2	0	0	0	191	0	0	0	0	0	0	0	0	2
sgNDUFA13_1	NDUFA13	0	0	0	15	28	0	0	0	0	0	0	0	0
sgCHST11_7	CHST11	0	0	0	18	0	0	0	0	0	0	0	0	0
sgATP9B_6	ATP9B	0	0	0	22	0	0	0	0	0	0	0	0	0
sgSLC25A33_7	SLC25A33	0	0	0	2	0	1853	0	0	0	2342	0	0	0
sgSLC15A2_6	SLC15A2	0	0	0	4	0	0	0	0	0	0	0	0	0
sgGNPDA2_7	GNPDA2	0	0	0	69	0	0	0	0	0	0	0	0	0
sgASPG_6	ASPG	0	0	0	76	0	0	0	0	0	0	0	0	0
sgGLUD2_9	GLUD2	0	0	0	1	0	0	0	0	0	0	0	0	0
sgLPCAT2_4	LPCAT2	0	0	0	70	0	0	0	70	0	0	0	0	0
sgMFSD9_8	MFSD9	0	0	0	4	1	0	0	0	0	9154	0	0	0
sgSLC25A3_1	SLC25A3	0	0	0	36	0	0	0	0	0	0	0	0	0
sgUGT1A6_7	UGT1A6	0	0	0	12	0	0	0	0	0	0	0	0	0
sgPGAP1_3	PGAP1	0	0	0	18	0	0	0	0	0	0	0	0	0
sgACSL3_3	ACSL3	0	0	0	10	0	0	0	0	0	0	0	0	0
sgSLC38A3_6	SLC38A3	0	0	0	11	0	0	0	0	0	0	0	0	0
sgSLC17A3_3	SLC17A3	0	0	0	4	0	0	0	0	0	2651	0	0	0
sgCYP11B2_10	CYP11B2	0	0	0	20	0	0	0	0	0	0	0	0	0
sgPMVK_6	PMVK	0	0	0	2	0	0	0	0	0	4929	0	0	0
sgIDH3A_6	IDH3A	0	0	0	21	0	0	0	0	0	0	0	0	0
sgARG1_5	ARG1	0	0	0	18	0	0	0	0	0	0	0	0	0
sgATP13A3_7	ATP13A3	0	0	0	1	0	0	0	0	0	0	0	0	0
sgATP6V1A_1	ATP6V1A	0	0	0	5	0	0	0	0	0	0	0	0	0
sgSLC43A1_3	SLC43A1	0	0	0	24	0	0	0	0	0	0	0	0	0
sgHS6ST3_6	HS6ST3	0	0	0	1	0	0	0	0	0	0	0	0	0
sgCP_4	CP	0	0	0	12	0	0	0	0	0	0	0	0	0
INTERGENIC741938	INTERGENIC	0	0	0	11	0	0	0	0	0	0	0	0	0
sgSLC39A10_10	SLC39A10	0	0	0	17	0	0	0	0	0	0	0	0	0
sgLEPRE1_2	LEPRE1	0	0	0	1	0	0	0	0	0	0	0	0	0
sgKCNJ3_8	KCNJ3	0	0	0	1	0	0	0	0	0	4480	0	0	0
sgAGK_1	AGK	0	0	0	8	0	0	0	0	0	0	0	0	0
sgHPDL_2	HPDL	0	0	0	3	0	0	0	0	0	0	0	0	0
sgKCTD21_7	KCTD21	0	0	0	11	0	1	0	0	0	18765	1	0	0
sgSULT1C4_6	SULT1C4	0	0	0	4	0	0	0	0	0	0	0	0	0
sgABCA12_7	ABCA12	0	0	0	11	0	0	0	0	0	0	0	0	0
sgST3GAL5_10	ST3GAL5	0	0	0	1	0	0	0	0	0	1588	0	0	0
sgHMOX1_9	HMOX1	0	0	0	1	0	0	0	0	0	178	0	0	0
sgSLC26A3_4	SLC26A3	0	0	0	3	0	0	0	0	0	0	0	0	0
sgTKTL1_6	TKTL1	0	0	0	1	1	0	0	0	0	4045	0	0	0
sgAWAT2_6	AWAT2	0	0	0	2	0	0	0	0	0	3405	0	0	0
sgLPGAT1_2	LPGAT1	0	0	0	8	0	0	0	0	0	19090	0	0	0
sgABCD1_10	ABCD1	0	0	0	1	0	0	0	0	0	0	0	0	0
sgLCAT_4	LCAT	0	0	0	2	0	0	0	0	0	0	0	0	0
sgCA5B_8	CA5B	0	0	0	2	1	0	0	0	0	3465	0	0	0
sgDUS1L_9	DUS1L	0	0	0	1	0	0	0	0	0	0	0	0	1
sgSTARD8_4	STARD8	0	0	0	2	0	0	0	0	0	1260	0	0	0
sgHIF1AN_8	HIF1AN	0	0	0	2	0	0	0	0	0	0	0	0	0
sgBCAT2_9	BCAT2	0	0	0	1	0	0	0	0	0	0	0	0	0
sgWWOX_6	WWOX	0	0	0	3	0	0	0	0	0	0	0	0	0
sgBPGM_6	BPGM	0	0	0	2	0	4	0	0	0	0	0	0	0
sgKCNH5_10	KCNH5	0	0	0	1	0	0	0	0	0	0	0	0	30597
sgACOT11_7	ACOT11	0	0	0	2	0	0	0	0	0	5931	0	0	0
sgPCYOX1L_4	PCYOX1L	0	0	0	1	0	0	0	0	0	398	0	0	0
